0.7684933,0.7684933
0.1627615,0.14001575
0.14197643,0.14023867
0.13554774,0.14788881
0.13708232,0.13625102
0.13237333,0.14017491
0.1303328,0.1424594
0.12972441,0.14042749
0.12773973,0.13848205
0.12570739,0.13701317
0.12338206,0.1402876
0.12152871,0.14096706
0.11979009,0.1453704
0.117678076,0.14525066
0.11493339,0.14017847
0.11295015,0.14817594
0.11088339,0.14540485
0.106880754,0.16331606
0.10480519,0.14762796
0.100923575,0.15352117
0.09696757,0.1593785
0.092733525,0.1637555
0.089705676,0.16243903
0.0861771,0.17290075
0.08412165,0.18287338
0.080769636,0.19385788
0.07754532,0.18916772
0.07453845,0.20060946
0.07252579,0.19996785
0.07001311,0.23146155
0.06716592,0.23107907
0.06536691,0.23009682
0.060801037,0.23889233
0.058400586,0.26508096
0.056915727,0.26011154
0.053623207,0.27877104
0.05381541,0.27160895
0.05054061,0.2999275
0.046770465,0.31448215
0.0470008,0.33460876
0.04364043,0.3563018
0.043771323,0.35502225
0.039639406,0.3834234
0.040888138,0.3764418
0.037233327,0.40651402
0.036551084,0.38632473
